date,catch,Zonal Winds,Meridional Winds,Humidity,Air Temp,Sea Surface Temp
2017-02-09,77.699997,-4.3,-3.7,83.9,28.18,28.86
2017-02-10,77.790001,-4.2,-5.5,83.9,28.06,28.7
2017-02-13,77.769997,-3.3,-5.1,82.2,27.95,28.65
2017-02-14,78.809998,-1.1,-4.2,79.6,27.83,28.74
2017-02-15,80.25,-1.7,-2.7,77.5,27.63,28.85
2017-02-16,80.040001,-3.1,-5.3,83,28.18,28.93
2017-02-17,80.389999,-1.4,-6,82.6,27.95,28.84
2017-02-21,80.360001,-2.9,-4.9,83.5,27.79,28.78
2017-02-22,81.07,-3.3,-3.5,80.9,28.06,28.8
2017-02-23,82.550003,-4.4,-5.9,83.5,28.14,28.71
2017-02-24,82.870003,-3.8,-1.5,82.6,27.87,28.81
2017-02-27,83.059998,-2.2,-3.4,87.7,27.52,28.86
2017-02-28,82.809998,0.4,0.3,84.7,28.18,28.94
2017-03-01,83.849998,-5.2,-0.2,87.7,27.98,28.98
2017-03-02,82.910004,-5.7,0.7,89.4,27.01,28.94
2017-03-03,83.779999,-5.6,-5.5,83.5,28.45,28.69
2017-03-06,83.83000200000001,-3.7,-2.3,90.7,27.09,28.5
2017-03-07,82.739998,1.1,5.8,89.8,27.21,28.37
2017-03-08,83.410004,-3,1.3,87.3,27.67,28.24
2017-03-09,84.550003,-3.1,-0.4,87.3,28.14,28.33
2017-03-10,84.360001,-3.5,-5.4,87.3,28.14,28.54
2017-03-13,84.139999,-5.3,-6.5,87.3,28.22,28.46
2017-03-14,84.459999,-5.2,-5.3,89.8,27.67,28.43
2017-03-15,85.879997,-5.9,-3.6,91.5,27.01,28.66
2017-03-16,84.989998,-6.6,-1.4,89.8,27.83,28.53
2017-03-17,83.959999,-0.9,-0.8,86.9,27.67,28.57
2017-03-20,84.059998,-1.9,-3.7,87.7,27.95,28.67
2017-03-21,83.730003,-0.5,-5.9,87.3,27.79,28.57
2017-03-22,84.360001,-2.4,-6,79.2,27.71,28.49
2017-03-23,84.41999799999999,0.2,-5,80.9,27.56,28.47
2017-03-24,84.18,-0.2,-4.2,79.6,27.48,28.43
2017-03-27,84.239998,-1.4,-0.2,77.1,27.44,28.47
2017-03-28,84.75,-1.2,-0.3,76.7,27.83,28.85
2017-03-29,84.440002,-0.7,-1.5,76.7,27.87,29.06
2017-03-30,84.760002,-2.6,-1.5,80.9,27.36,28.73
2017-03-31,84.110001,-2,-1.2,83,27.21,28.6
2017-04-03,84.449997,-1.3,-0.7,86,26.97,28.62
2017-04-04,86.089996,-4.6,-4.2,82.2,27.87,28.57
2017-04-05,85.629997,-4.5,-2,76.7,27.91,28.39
2017-04-06,85.360001,-5.2,-2.5,78.8,27.83,28.35
2017-04-07,85.32,-6.6,-2.9,82.2,28.1,28.22
2017-04-10,85.470001,-6.8,-2.4,84.3,28.14,28.11
2017-04-11,85.93,-7.1,-3.4,84.3,28.06,28.06
2017-04-12,86.25,-6.7,-3.1,82.2,28.06,28
2017-04-13,85.879997,-5.9,-2,85.2,27.91,28.01
2017-04-17,82.379997,-3.4,-2.8,84.7,27.75,28.09
2017-04-18,81.199997,-4.7,-3.2,85.6,27.83,28.13
2017-04-19,80.889999,-4.2,-4.5,83.5,27.71,28.06
2017-04-20,81.940002,-4.7,-3.6,92.4,26.58,27.96
2017-04-21,81.889999,-2,-4.7,90.7,27.24,27.95
2017-04-24,83.41999799999999,-4.7,3.2,87.7,28.06,28.02
2017-04-25,81.199997,-7.2,-1.5,85.6,27.98,28.01
2017-04-26,80.959999,-4.7,-3.2,81.3,27.63,28.05
2017-04-27,81.33000200000001,-3.2,0.1,84.7,27.48,28.21
2017-04-28,82.059998,-4.9,-0.9,90.3,27.21,28.21
2017-05-01,81.82,-5.7,-0.3,91.1,26.78,28.23
2017-05-02,81.699997,-6.3,0.6,87.7,27.52,28.26
2017-05-03,81.25,-6.9,-1,83,28.18,28.33
2017-05-04,83.040001,-5.9,-3.6,80.9,27.95,28.35
2017-05-05,82.510002,-4,-6.8,84.7,27.05,28.3
2017-05-08,80.66999799999999,-5.5,-6.3,80.1,27.52,28.2
2017-05-09,80.790001,-6.6,-3.9,83.5,27.63,28.12
2017-05-10,81.050003,-7.1,-3.6,89,27.75,28.13
2017-05-11,80.220001,-7.2,-2.4,86,27.91,28.12
2017-05-12,80.190002,-7.3,-3.2,84.7,27.75,28.11
2017-05-15,80.300003,-7.7,-0.6,85.2,27.79,28.07
2017-05-16,78.989998,-6.1,-1.9,83,27.67,28.05
2017-05-17,78.139999,-6.3,-3.7,85.2,27.87,28.01
2017-05-18,78.300003,-7,-5.6,83,27.56,27.98
2017-05-19,77.800003,-8.6,-5,76.7,27.36,27.94
2017-05-22,76.980003,-7.1,-4.4,72.4,27.36,27.9
2017-05-23,77.989998,-7,-5.6,74.1,27.28,27.72
2017-05-24,77.959999,-8,-4.2,78.8,27.36,27.6
2017-05-25,78.339996,-8.7,-6,81.8,27.13,27.56
2017-05-26,78.050003,-9.1,-6.1,79.2,26.78,27.42
2017-05-30,78.349998,-8.4,-5,81.8,26.19,27.33
2017-05-31,79.57,-7.6,-5.1,79.6,26.12,27.28
2017-06-01,79.989998,-8.4,-3,81.8,26.31,27.23
2017-06-02,80.129997,-7,-4.2,82.6,26.43,27.17
2017-06-05,79.349998,-5.3,-4.7,79.6,26.15,27.15
2017-06-06,79.089996,-4.5,-4.7,78.8,25.96,27.1
2017-06-07,79.389999,-6.2,-4.2,83.9,26.23,27.05
2017-06-08,80.099998,-7.2,-5.2,90.3,26.35,27.04
2017-06-09,81.040001,-7.7,-4.9,89,26.58,26.93
2017-06-12,80.900002,-8.7,-5.8,83.9,26.35,26.92
2017-06-13,81.25,-7.5,-6,83.5,26.19,26.74
2017-06-14,81.599998,-7,-6.7,86,26.19,26.54
2017-06-15,82.050003,-6,-6.8,86,26,26.48
2017-06-16,81.879997,-6.7,-4.9,87.3,26.04,26.27
2017-06-19,82.339996,-6.7,-4.9,87.7,25.96,26.21
2017-06-20,82.75,-7.3,-4.8,88.1,25.96,26.13
2017-06-21,82.639999,-8,-2.6,87.3,26.08,26.06
2017-06-22,84.309998,-5.7,-2,88.1,26,26.12
2017-06-23,83.889999,-6.1,-3.2,86.9,25.88,26.1
2017-06-26,84.279999,-6,-4,86.9,25.8,26.05
2017-06-27,83.040001,-6.8,-5.3,82.6,25.73,26.01
2017-06-28,83.099998,-7.4,-5.2,82.6,25.69,25.94
2017-06-29,82.699997,-6.9,-6.5,84.7,25.8,25.91
2017-06-30,82.300003,-6.5,-6.1,83.5,25.73,25.87
2017-07-03,82.699997,-7,-6.7,83.9,25.65,25.8
2017-07-05,82.699997,-8.1,-6.3,83,25.76,25.74
2017-07-06,81.599998,-8,-5.3,79.6,25.61,25.71
2017-07-07,82.290001,-8.7,-4.3,78.8,25.76,25.59
2017-07-10,82.279999,-9,-5.3,75,25.76,25.52
2017-07-11,82.349998,-7.8,-5.1,78.4,25.53,25.5
2017-07-12,83.5,-7.7,-4.9,83.5,25.34,25.45
2017-07-13,84.019997,-6.8,-5.1,88.1,25.41,25.44
2017-07-14,84.349998,-6.4,-5.3,86.9,25.57,25.45
2017-07-17,83.639999,-6.6,-5.3,84.3,25.38,25.43
2017-07-18,83.699997,-6.2,-5.6,79.2,25.41,25.42
2017-07-19,84.230003,-6.4,-5.5,77.1,25.34,25.37
2017-07-20,84.75,-5.6,-5.5,78.8,25.34,25.36
2017-07-21,84.660004,-6,-5.4,80.1,25.14,25.32
2017-07-24,84.739998,-5.3,-6.3,84.7,25.3,25.5
2017-07-25,82.190002,-6.2,-6.8,86.9,25.34,25.43
2017-07-26,81.839996,-4.5,-6.5,88.6,25.18,25.43
2017-07-27,83.019997,-6.2,-6.8,84.7,25.34,25.94
2017-07-28,83.099998,-5.3,-4.9,81.3,25.49,26.01
2017-07-31,82.660004,-2.8,-6.2,85.6,25.45,26.14
2017-08-01,82.370003,-6.3,-6,77.9,25.3,25.9
2017-08-02,81.82,-6.6,-4.1,74.5,25.57,26.08
2017-08-03,81.93,-3.6,-4.6,77.9,25.45,26.36
2017-08-04,82.309998,-4.7,-6.2,78.4,25.14,26.25
2017-08-07,82.07,-6.6,-5.5,69.4,25.45,26.38
2017-08-08,81.970001,-7.1,-6,73.7,25.61,26.54
2017-08-09,82.57,-8.8,-6.6,80.9,25.73,26.46
2017-08-10,82.050003,-7.9,-6.3,83.9,25.69,26.5
2017-08-11,81.150002,-8.6,-5.6,78.8,25.88,26.59
2017-08-14,81.489998,-8,-4.1,80.5,25.88,26.68
2017-08-15,81.709999,-7.4,-6.8,83.9,25.76,26.69
2017-08-16,80.690002,-8.4,-5.4,80.9,25.84,26.66
2017-08-17,77.800003,-8.1,-4.8,74.5,26.27,26.82
2017-08-18,77.07,-5.6,-7.1,77.5,25.53,26.74
2017-08-21,77.379997,-6.5,-5.9,82.6,24.99,26.67
2017-08-22,78.260002,-7.7,-4.9,78.4,25.69,26.71
2017-08-23,78.150002,-7.8,-5.5,75,25.88,26.69
2017-08-24,78.860001,-8.1,-4.7,73.7,26.04,26.82
2017-08-25,78.790001,-6.2,-7.2,83,25.45,26.86
2017-08-28,78.839996,-7.5,-6.2,80.5,25.61,26.91
2017-08-29,78.550003,-5.1,-6.4,75.8,25.76,27.03
2017-08-30,80.489998,-6.1,-6,77.1,25.76,26.98
2017-08-31,81.290001,-7.9,-5.9,80.1,25.84,26.96
2017-09-01,80.08000200000001,-6.9,-5.9,77.9,25.96,26.92
2017-09-05,79.82,-6.9,-4.4,76.7,26,26.86
2017-09-06,80.510002,-6.8,-5.7,80.9,25.96,26.8
2017-09-07,81.540001,-6.1,-6,80.9,25.84,26.81
2017-09-08,82.91999799999999,-5.8,-5.6,83,25.96,26.86
2017-09-11,82.629997,-5.9,-4.8,80.5,25.92,26.85
2017-09-12,82.16999799999999,-4.3,-6.5,81.3,25.61,26.77
2017-09-13,82.43,-5.2,-5.9,79.6,25.73,26.72
2017-09-14,83.07,-6.5,-5.9,75,25.61,26.67
2017-09-15,82.440002,-6,-5.8,75,25.45,26.61
2017-09-18,82.519997,-5.6,-5.5,76.2,25.65,26.64
2017-09-19,81.730003,-6.1,-6,80.5,25.84,26.69
2017-09-20,82.019997,-5.8,-6.9,78.8,25.69,26.69
2017-09-21,83.33000200000001,-5.9,-6,77.1,25.69,26.74
2017-09-22,83.910004,-4.9,-7.4,75.4,25.53,26.77
2017-09-25,84.639999,-6.8,-6.5,77.5,25.53,26.65
2017-09-26,84.220001,-6.9,-6.5,77.1,25.61,26.51
2017-09-27,84.650002,-6.9,-5.1,77.9,25.84,26.48
2017-09-28,85.0,-5.9,-6.4,81.8,25.8,26.5
2017-09-29,85.540001,-5.3,-5.1,80.1,25.73,26.5
2017-10-02,86.349998,-4.6,-5.7,79.2,25.61,26.56
2017-10-03,86.449997,-5.1,-6,81.3,25.65,26.53
2017-10-04,86.959999,-5.8,-5.2,83.5,25.92,26.53
2017-10-05,87.650002,-5.6,-5.7,83.5,26,26.54
2017-10-06,87.08000200000001,-4.7,-3.8,83.9,26.12,26.65
2017-10-09,87.050003,-4,-5.6,83.9,26.12,26.69
2017-10-10,86.160004,-4.2,-5.7,83.5,25.88,26.66
2017-10-11,86.059998,-4.1,-6.2,77.5,25.73,26.66
2017-10-12,86.43,-6.7,-6.3,75.8,25.88,26.64
2017-10-13,86.550003,-7.4,-5.6,81.3,25.88,26.66
2017-10-16,85.949997,-7,-6.7,83.9,25.8,26.72
2017-10-17,86.059998,-6.8,-6.9,82.2,26.08,26.72
2017-10-18,85.730003,-5.5,-7.7,78.8,26.04,26.75
2017-10-19,86.360001,-5.6,-7.1,76.2,25.76,26.76
2017-10-20,87.230003,-6.5,-6.1,79.6,25.8,26.77
2017-10-23,87.18,-6.6,-6.7,81.8,25.88,26.73
2017-10-24,85.16999799999999,-5.7,-7.5,82.6,26,26.66
2017-10-25,84.849998,-4.9,-8,82.2,25.8,26.83
2017-10-26,84.160004,-5.7,-7.3,79.6,25.69,26.92
2017-10-27,83.860001,-6.4,-6.8,79.6,25.69,27.04
2017-10-30,82.650002,-6.6,-6.5,78.4,25.88,26.94
2017-10-31,81.940002,-5.8,-5.8,81.3,25.88,26.99
2017-11-01,82.889999,-6.1,-4.8,83,26.27,27.06
2017-11-02,83.129997,-4.7,-6.6,85.2,26.23,26.99
2017-11-03,83.510002,-5.6,-8.1,83,25.84,26.89
2017-11-06,82.940002,-6.7,-5.9,81.3,25.88,26.81
2017-11-07,83.279999,-5.5,-7.3,80.9,26.04,26.78
2017-11-08,84.010002,-4.9,-6.4,81.8,26.08,26.81
2017-11-09,83.989998,-6.7,-7.3,86.9,25.53,26.83
2017-11-10,83.290001,-6.6,-6.5,85.6,26.19,26.88
2017-11-13,82.860001,-6.2,-7,86,26.19,26.93
2017-11-14,82.489998,-6.4,-7,88.1,26.08,26.94
2017-11-15,82.190002,-6,-5.8,85.6,26.23,26.97
2017-11-16,83.440002,-5,-5.6,81.8,26.08,27
2017-11-17,82.889999,-5.4,-4.5,78.8,26.31,27
2017-11-20,83.18,-4.7,-5.2,77.9,26.12,27.08
2017-11-21,83.510002,-4.4,-5.7,80.5,26.31,27.22
2017-11-22,83.68,-4.6,-5.4,85.2,26.43,27.28
2017-11-24,84.029999,-6.4,-5.5,86.9,26.74,27.34
2017-11-27,84.809998,-6.4,-6.6,86,26.31,27.37
2017-11-28,85.050003,-5.4,-5.3,80.9,26.5,27.39
2017-11-29,84.959999,-3.2,-2.9,83.5,26.7,27.53
2017-11-30,84.639999,-6,-2.6,83.5,27.01,27.53
2017-12-01,85.32,-4.7,-6,78.4,26.54,27.44
2017-12-04,85.58000200000001,-2.8,-6,79.6,26.19,27.45
2017-12-05,86.059998,-3.2,-6.1,78.8,26.35,27.37
2017-12-06,85.32,-3.6,-6,83,26.27,27.43
2017-12-07,85.870003,-5.2,-5.9,85.2,26.74,27.5
2017-12-08,86.449997,-4.3,-6.7,85.6,26.62,27.55
2017-12-11,86.66999799999999,-3.7,-7.8,86.9,26.66,27.58
2017-12-12,86.709999,-5.9,-7.4,89.8,26.7,27.59
2017-12-13,87.889999,-8.2,-3.8,92.4,26.7,27.72
2017-12-14,86.5,-8.4,-3,82.2,27.4,27.78
2017-12-15,86.540001,-7.7,-4.3,80.1,27.36,27.75
2017-12-18,86.08000200000001,-7.2,-5.6,81.3,27.28,27.7
2017-12-19,86.709999,-6.9,-6.3,81.8,27.05,27.66
2017-12-20,85.739998,-6.5,-4.9,80.9,27.05,27.65
2017-12-21,85.610001,-6,-5.4,80.5,27.09,27.63
2017-12-22,85.07,-6.1,-6.2,83,27.05,27.58
2017-12-26,84.989998,-6,-5.6,80.9,26.97,27.56
2017-12-27,85.139999,-5.3,-4.7,82.2,27.01,27.57
2017-12-28,85.050003,-5.4,-4.3,82.2,27.09,27.59
2017-12-29,84.459999,-6.4,-5.3,84.7,27.28,27.54
2018-01-02,84.68,-8.3,-6,83,27.28,27.48
2018-01-03,85.139999,-7.7,-6.3,89.8,27.24,27.52
2018-01-04,85.519997,-7.3,-6.4,86.4,27.4,27.53
2018-01-05,86.57,-6.3,-6.4,83.5,27.32,27.57
2018-01-08,86.129997,-5.7,-3.6,86.4,26.7,27.62
2018-01-09,86.059998,-6.2,-5.8,83,27.36,27.68
2018-01-10,86.099998,-6.4,-5.3,82.2,27.32,27.7
2018-01-11,86.389999,-4.9,-6.2,87.3,27.09,27.85
2018-01-12,86.980003,-6.3,-4.9,91.5,26.82,27.98
2018-01-16,85.290001,-6.7,-3.7,94.1,26.62,28.04
2018-01-17,86.209999,-6.3,-4.8,92,26.89,27.98
2018-01-18,85.82,-6.3,-4.9,86.9,27.44,28.13
2018-01-19,85.489998,-4.2,-2.5,87.3,26.62,28.14
2018-01-22,85.440002,-6.8,-2.4,86,27.6,28.09
2018-01-23,84.41999799999999,-7.1,-3.2,82.2,27.87,28.15
2018-01-24,84.300003,-6.7,-4.7,81.3,27.75,28.19
2018-01-25,85.010002,-6.4,-5.7,82.6,27.75,28.24
2018-01-26,87.08000200000001,-6.6,-4.3,81.3,27.71,28.28
2018-01-29,87.599998,-8.4,-4.2,83.5,27.91,28.26
2018-01-30,86.089996,-8.4,-5,79.2,27.87,28.22
2018-01-31,81.449997,-6.5,-5.9,75.4,27.56,28.22
2018-02-01,82.410004,-6.8,-5.3,81.3,27.52,28.17
2018-02-02,81.18,-5.1,-0.4,94.1,26.04,28.14
2018-02-05,77.489998,-4.3,-3.3,93.2,25.8,27.87
2018-02-06,77.989998,-6.1,-4.8,81.3,27.17,27.93
2018-02-07,76.720001,-4.9,-2.3,76.2,27.36,28.03
2018-02-08,74.209999,0,0,0,27.09,28.09
